Protein1	Protein2	Percent_Identity
WP_059645212.1	WP_059880050.1	95.506
WP_268413649.1	WP_326156967.1	97.923
WP_366211950.1	WP_394684786.1	95.041
WP_041214769.1	WP_324021520.1	99.292
WP_161470001.1	WP_324021520.1	99.057
WP_053288251.1	WP_324021520.1	98.821
WP_319862575.1	WP_324021520.1	98.585
WP_043352514.1	WP_305550642.1	96.25
WP_039146643.1	WP_212109032.1	99.842
WP_032425173.1	WP_181586356.1	99.918
WP_181586356.1	WP_204363129.1	99.835
WP_181586356.1	WP_195244026.1	99.835
WP_181586356.1	WP_227853124.1	99.918
WP_117039136.1	WP_181586356.1	99.835
WP_181586356.1	WP_374875291.1	99.835
WP_181586356.1	WP_241506328.1	99.835
WP_181586356.1	WP_255089151.1	99.835
WP_181586356.1	WP_201991210.1	99.835
WP_181586356.1	WP_238762060.1	99.835
WP_181586356.1	WP_223332460.1	99.835
WP_181586356.1	WP_416263238.1	99.835
WP_181586356.1	WP_342139705.1	99.753
WP_181586356.1	WP_219280016.1	99.753
WP_135726248.1	WP_181586356.1	99.753
WP_181586356.1	WP_228261357.1	99.903
WP_181586356.1	WP_227537174.1	99.577
WP_181586356.1	WP_279915268.1	99.88
WP_181586356.1	WP_253264372.1	99.721
WP_181586356.1	WP_228703182.1	99.846
WP_181586356.1	WP_227508163.1	100.0
WP_181586356.1	WP_370429708.1	99.838
WP_181586356.1	WP_285209260.1	100.0
WP_023280425.1	WP_181586356.1	99.831
WP_181586356.1	WP_306589151.1	99.662
WP_181586356.1	WP_234278754.1	100.0
WP_181586356.1	WP_247187835.1	100.0
WP_181586356.1	WP_228356153.1	100.0
WP_181586356.1	WP_258960139.1	100.0
WP_142381959.1	WP_181586356.1	98.507
WP_002288541.1	WP_227158263.1	99.853
WP_163212298.1	WP_278378569.1	98.125
WP_053288255.1	WP_180911128.1	98.929
WP_043156463.1	WP_180911128.1	99.286
WP_161469999.1	WP_180911128.1	98.571
WP_067922297.1	WP_172720912.1	99.679
WP_066817172.1	WP_172720912.1	97.436
WP_272644273.1	WP_394183633.1	98.985
WP_208186887.1	WP_272644273.1	95.939
WP_144113004.1	WP_408246472.1	99.702
WP_008335621.1	WP_339404789.1	98.214
WP_008335621.1	WP_080458305.1	98.214
WP_008335621.1	WP_207020756.1	97.321
WP_180063236.1	WP_180076714.1	96.25
WP_047730232.1	WP_147190407.1	99.496
WP_088869804.1	WP_323891024.1	99.548
WP_247822368.1	WP_323891024.1	98.869
WP_025652140.1	WP_201582325.1	99.678
WP_072049692.1	WP_246893670.1	98.387
WP_072049692.1	WP_198886721.1	96.774
WP_072049692.1	WP_259386862.1	95.161
WP_001044624.1	WP_012657823.1	96.622
WP_019453290.1	WP_020825022.1	95.506
WP_301005473.1	WP_321998716.1	100.0
WP_280043489.1	WP_301005473.1	99.833
WP_119956317.1	WP_301005473.1	100.0
WP_046882808.1	WP_301005473.1	99.833
WP_289678367.1	WP_301005473.1	99.833
WP_301005473.1	WP_350499311.1	99.833
WP_225484898.1	WP_301005473.1	100.0
WP_001054893.1	WP_301005473.1	99.673
WP_130171919.1	WP_301005473.1	100.0
WP_013715604.1	WP_069517193.1	95.211
WP_085478560.1	WP_403683543.1	96.479
WP_100554728.1	WP_317245296.1	95.616
WP_273795603.1	WP_288491437.1	95.54
WP_053481460.1	WP_329606607.1	100.0
WP_057006708.1	WP_329606607.1	100.0
WP_057414269.1	WP_329606607.1	97.009
WP_075947009.1	WP_329606607.1	95.299
WP_244970278.1	WP_329606607.1	95.299
WP_042015800.1	WP_233721005.1	100.0
WP_050322374.1	WP_057625716.1	99.691
WP_163361742.1	WP_290094411.1	99.671
WP_155024536.1	WP_163361742.1	99.013
WP_160623344.1	WP_163361742.1	98.684
WP_142448074.1	WP_163361742.1	97.697
WP_163361742.1	WP_312926209.1	98.684
WP_029739290.1	WP_163361742.1	97.039
WP_139964610.1	WP_410390086.1	99.583
WP_139964610.1	WP_163361743.1	98.333
WP_139964610.1	WP_290094410.1	97.5
WP_139777118.1	WP_239873991.1	95.588
WP_001061479.1	WP_023896943.1	99.153
WP_023896943.1	WP_213062011.1	99.435
WP_023896943.1	WP_060454589.1	98.87
WP_023896943.1	WP_228414189.1	98.87
WP_001061483.1	WP_023896943.1	98.87
WP_023896943.1	WP_279979467.1	98.305
WP_247369644.1	WP_247378258.1	99.853
WP_247369644.1	WP_247487818.1	99.782
WP_102577487.1	WP_108214043.1	98.759
WP_102494825.1	WP_108214043.1	97.891
WP_108214043.1	WP_372098391.1	97.519
WP_108214043.1	WP_137003373.1	96.305
WP_108214043.1	WP_304564164.1	96.182
WP_108214043.1	WP_136997837.1	96.059
WP_227031490.1	WP_294145101.1	97.735
WP_107759092.1	WP_316505700.1	99.874
WP_107759092.1	WP_129639785.1	99.874
WP_051610664.1	WP_228935794.1	97.785
WP_000123653.1	WP_284072656.1	99.359
WP_155274160.1	WP_313439367.1	96.61
WP_045616271.1	WP_353418395.1	99.737
WP_137230140.1	WP_353418395.1	99.474
WP_346721569.1	WP_353418395.1	99.474
WP_251255954.1	WP_353418395.1	99.736
WP_062729625.1	WP_353418395.1	99.474
WP_112067092.1	WP_353418395.1	99.211
WP_021539893.1	WP_353418395.1	98.421
WP_244566025.1	WP_353418395.1	99.585
WP_227031484.1	WP_294145086.1	98.907
WP_133304879.1	WP_294145086.1	97.814
WP_120057002.1	WP_294145086.1	96.721
WP_064697785.1	WP_326893028.1	100.0
WP_326893028.1	WP_327208376.1	99.598
WP_122218332.1	WP_221035662.1	99.7
WP_103360321.1	WP_122218332.1	95.322
WP_122218332.1	WP_277249361.1	95.029
WP_024564629.1	WP_034696138.1	95.652
WP_079927709.1	WP_088244079.1	99.741
WP_088244079.1	WP_110191954.1	99.482
WP_088244079.1	WP_193863123.1	99.223
WP_088244079.1	WP_228932421.1	99.482
WP_088244079.1	WP_285160118.1	99.223
WP_088244079.1	WP_149377099.1	98.964
WP_088244079.1	WP_117115354.1	99.223
WP_088244079.1	WP_088717867.1	99.472
WP_088244079.1	WP_216502339.1	96.623
WP_088244079.1	WP_131096075.1	96.623
WP_080314647.1	WP_088244079.1	96.364
WP_088244079.1	WP_320728654.1	96.364
WP_088244079.1	WP_154902328.1	96.104
WP_087728439.1	WP_088244079.1	96.104
WP_088244079.1	WP_308063285.1	96.104
WP_088244079.1	WP_181541621.1	96.114
WP_088244079.1	WP_193149588.1	95.584
WP_088244079.1	WP_130993823.1	99.355
WP_088244079.1	WP_251854117.1	95.349
WP_173695955.1	WP_173712633.1	99.554
WP_077306028.1	WP_173712633.1	99.554
WP_173712633.1	WP_173714685.1	99.286
WP_173712633.1	WP_173714684.1	98.837
WP_016771170.1	WP_248916471.1	99.742
WP_016771170.1	WP_108078468.1	97.938
WP_226229468.1	WP_321951622.1	97.938
WP_219333908.1	WP_309576058.1	95.466
WP_180076716.1	WP_180134747.1	95.333
WP_122709926.1	WP_223511767.1	99.548
WP_122709926.1	WP_153442748.1	97.964
WP_122709926.1	WP_137211666.1	97.511
WP_122709926.1	WP_248807231.1	97.511
WP_122709926.1	WP_169989238.1	97.738
WP_142448075.1	WP_160623343.1	97.528
WP_029739289.1	WP_142448075.1	97.425
WP_230400570.1	WP_242103174.1	97.727
WP_001988464.1	WP_242103174.1	100.0
WP_014538385.1	WP_242103174.1	97.727
WP_005804963.1	WP_242103174.1	97.727
WP_010326927.1	WP_242103174.1	97.727
WP_336290715.1	WP_413795820.1	96.452
WP_130857297.1	WP_377477097.1	99.738
WP_185679111.1	WP_425498159.1	99.517
WP_001069952.1	WP_024439226.1	99.705
WP_000812683.1	WP_142295425.1	99.487
WP_142278624.1	WP_142295425.1	98.974
WP_000812688.1	WP_142295425.1	98.974
WP_094611151.1	WP_142295425.1	98.974
WP_000812689.1	WP_142295425.1	98.969
WP_031879716.1	WP_142295425.1	98.462
WP_142295425.1	WP_190357191.1	98.462
WP_111151668.1	WP_142295425.1	98.462
WP_142295425.1	WP_216712417.1	98.454
WP_142295425.1	WP_281263639.1	97.949
WP_073407507.1	WP_142295425.1	98.454
WP_142295425.1	WP_229957229.1	97.436
WP_086095301.1	WP_142295425.1	100.0
WP_094611089.1	WP_142295425.1	98.889
WP_086037218.1	WP_142295425.1	100.0
WP_086032546.1	WP_142295425.1	100.0
WP_086032827.1	WP_142295425.1	100.0
WP_142295425.1	WP_164783844.1	100.0
WP_084929335.1	WP_142295425.1	100.0
WP_086045255.1	WP_142295425.1	100.0
WP_142295425.1	WP_216813336.1	100.0
WP_000663275.1	WP_142295425.1	100.0
WP_142295425.1	WP_422663589.1	100.0
WP_142295425.1	WP_422663749.1	100.0
WP_005894426.1	WP_147383314.1	98.771
WP_060496450.1	WP_147383314.1	98.526
WP_008694288.1	WP_147383314.1	98.771
WP_147382725.1	WP_147383314.1	97.052
WP_047734730.1	WP_057067567.1	99.528
WP_057067567.1	WP_307751991.1	97.17
WP_157279971.1	WP_181174018.1	98.319
WP_157279971.1	WP_352611454.1	97.479
WP_048117072.1	WP_048155643.1	99.522
WP_029424195.1	WP_206649341.1	99.767
WP_206649341.1	WP_302564691.1	99.534
WP_000377856.1	WP_206649341.1	99.534
WP_000377855.1	WP_206649341.1	99.301
WP_000377865.1	WP_206649341.1	99.301
WP_206649341.1	WP_311071634.1	98.601
WP_206649341.1	WP_410205187.1	100.0
WP_305049432.1	WP_307779266.1	99.685
WP_050591753.1	WP_306220003.1	100.0
WP_050591753.1	WP_148108544.1	100.0
WP_050591753.1	WP_272342476.1	100.0
WP_050591753.1	WP_171251031.1	100.0
WP_050591753.1	WP_272401256.1	100.0
WP_050591753.1	WP_130111491.1	100.0
WP_050591753.1	WP_198080947.1	100.0
WP_050591753.1	WP_143243501.1	100.0
WP_050591753.1	WP_099755447.1	100.0
WP_050591753.1	WP_057091188.1	100.0
WP_050591753.1	WP_057694244.1	100.0
WP_050591753.1	WP_057691087.1	100.0
WP_050591753.1	WP_099769520.1	100.0
WP_050591753.1	WP_057061105.1	100.0
WP_050591753.1	WP_057692513.1	100.0
WP_050591753.1	WP_057066348.1	100.0
WP_050591753.1	WP_133447470.1	100.0
WP_050591753.1	WP_057690140.1	100.0
WP_050591753.1	WP_078208045.1	100.0
WP_050591753.1	WP_068920957.1	100.0
WP_050591753.1	WP_148792969.1	100.0
WP_050591753.1	WP_198131398.1	100.0
WP_050591753.1	WP_099745566.1	100.0
WP_050591753.1	WP_272396957.1	99.583
WP_050591753.1	WP_198073723.1	99.583
WP_002108265.1	WP_050591753.1	100.0
WP_050591753.1	WP_265091382.1	99.582
WP_050591753.1	WP_086379547.1	99.583
WP_050591753.1	WP_198064314.1	99.583
WP_050591753.1	WP_348916518.1	98.333
WP_050591753.1	WP_427775339.1	99.552
WP_050591753.1	WP_071543116.1	99.367
WP_050591753.1	WP_260797522.1	98.125
WP_050591753.1	WP_279369674.1	100.0
WP_050591753.1	WP_146242980.1	99.219
WP_050591753.1	WP_228139108.1	100.0
WP_050591753.1	WP_228138089.1	100.0
WP_050591753.1	WP_252322637.1	100.0
WP_050591753.1	WP_260797521.1	100.0
WP_050591753.1	WP_228138786.1	100.0
WP_050591753.1	WP_240485668.1	100.0
WP_050591753.1	WP_264753085.1	100.0
WP_105348842.1	WP_238540705.1	96.59
WP_126242938.1	WP_186087305.1	98.889
WP_185754785.1	WP_368969249.1	97.368
WP_001348715.1	WP_001498750.1	100.0
WP_001348715.1	WP_001509131.1	100.0
WP_001348715.1	WP_001554957.1	100.0
WP_001348715.1	WP_223355457.1	100.0
WP_001348715.1	WP_094106546.1	100.0
WP_001348715.1	WP_407210886.1	100.0
WP_001348715.1	WP_223174630.1	100.0
WP_001348715.1	WP_001680212.1	100.0
WP_000496773.1	WP_001348715.1	100.0
WP_001348715.1	WP_001401901.1	100.0
WP_001348715.1	WP_071528444.1	100.0
WP_117300685.1	WP_260706621.1	97.319
WP_252357945.1	WP_353716983.1	99.751
WP_252357945.1	WP_279979457.1	99.747
WP_111849666.1	WP_252357945.1	99.494
WP_015376739.1	WP_061872247.1	99.76
WP_135733573.1	WP_407199706.1	98.718
WP_239362727.1	WP_287950198.1	99.779
WP_239362727.1	WP_239423179.1	99.558
WP_100090096.1	WP_239362727.1	96.689
WP_039244920.1	WP_258577797.1	99.678
WP_029424191.1	WP_258577797.1	99.357
WP_000060070.1	WP_258577797.1	99.357
WP_258577797.1	WP_302564690.1	99.643
WP_320522833.1	WP_400713384.1	95.745
WP_201203333.1	WP_227696671.1	97.531
WP_227696671.1	WP_280077499.1	97.377
WP_053008866.1	WP_372569550.1	97.026
WP_204392367.1	WP_294589927.1	99.839
WP_125563753.1	WP_194868658.1	97.484
WP_194868658.1	WP_326387649.1	97.484
WP_194868658.1	WP_239444714.1	96.855
WP_138539847.1	WP_194868658.1	96.226
WP_044660482.1	WP_286869157.1	98.638
WP_012038916.1	WP_086507579.1	99.707
WP_064781635.1	WP_120226107.1	100.0
WP_029171412.1	WP_205013732.1	99.357
WP_105120617.1	WP_205013732.1	96.141
WP_046236945.1	WP_116826699.1	97.585
WP_116826699.1	WP_122266850.1	97.222
WP_053288253.1	WP_301481848.1	97.619
WP_049636634.1	WP_301481848.1	97.619
WP_301481848.1	WP_319908573.1	96.825
WP_301481848.1	WP_373870874.1	95.536
WP_287956055.1	WP_287957522.1	99.13
WP_275415066.1	WP_287957522.1	98.695
WP_362078781.1	WP_406729679.1	96.011
WP_362078781.1	WP_389143592.1	95.726
WP_362078781.1	WP_397748948.1	95.157
WP_036413143.1	WP_407298977.1	98.198
WP_110591075.1	WP_407298977.1	98.198
WP_369100814.1	WP_407298977.1	98.198
WP_373261449.1	WP_407298977.1	96.396
WP_407298977.1	WP_410918033.1	100.0
WP_217992460.1	WP_407298977.1	100.0
WP_210850694.1	WP_407298977.1	100.0
WP_369114864.1	WP_407298977.1	100.0
WP_173069747.1	WP_345514689.1	100.0
WP_101965257.1	WP_309576056.1	97.746
WP_076777086.1	WP_309576056.1	96.901
WP_197952725.1	WP_404548070.1	96.1
WP_108517015.1	WP_197952725.1	95.171
WP_197952725.1	WP_291614796.1	95.016
WP_183111714.1	WP_258892757.1	98.148
WP_258892757.1	WP_374136467.1	96.825
WP_139430252.1	WP_373881117.1	96.393
WP_046579475.1	WP_186009816.1	98.63
WP_174000211.1	WP_222011449.1	97.484
WP_174000211.1	WP_236736261.1	96.897
WP_028737719.1	WP_174000211.1	97.642
WP_088295922.1	WP_167876294.1	100.0
WP_167876294.1	WP_368294979.1	100.0
WP_148673124.1	WP_167876294.1	100.0
WP_167876294.1	WP_193408147.1	100.0
WP_117039132.1	WP_167876294.1	98.649
WP_104456885.1	WP_167876294.1	98.649
WP_173695955.1	WP_173714685.1	99.286
WP_077306028.1	WP_173714685.1	99.286
WP_196897923.1	WP_333973290.1	95.341
WP_316944975.1	WP_369068090.1	100.0
WP_267459592.1	WP_316944975.1	100.0
WP_316944975.1	WP_353493196.1	100.0
WP_013213996.1	WP_316944975.1	100.0
WP_038806863.1	WP_316944975.1	100.0
WP_227637288.1	WP_316944975.1	100.0
WP_352474108.1	WP_352684523.1	100.0
WP_053152255.1	WP_253130081.1	99.718
WP_250330687.1	WP_253130081.1	97.74
WP_000730464.1	WP_082280871.1	98.095
WP_117015686.1	WP_161056713.1	99.847
WP_352483752.1	WP_352818381.1	98.947
WP_226886043.1	WP_333548874.1	95.312
WP_074026801.1	WP_226886043.1	95.161
WP_036413145.1	WP_046024140.1	99.764
WP_036413145.1	WP_421545810.1	99.764
WP_036413145.1	WP_415886821.1	99.054
WP_036413145.1	WP_110591074.1	98.818
WP_036413145.1	WP_110706787.1	97.59
WP_036413145.1	WP_277257149.1	97.349
WP_036413145.1	WP_350406398.1	97.349
WP_036413145.1	WP_350398693.1	97.349
WP_053288251.1	WP_319862575.1	99.764
WP_041214769.1	WP_319862575.1	99.292
WP_161470001.1	WP_319862575.1	99.057
WP_081251582.1	WP_192298434.1	97.802
WP_239362736.1	WP_287956056.1	98.876
WP_239362736.1	WP_287957520.1	98.127
WP_174827680.1	WP_239362736.1	96.629
WP_006873050.1	WP_055246197.1	99.701
WP_055246197.1	WP_302779663.1	99.401
WP_024731432.1	WP_055246197.1	98.204
WP_055246197.1	WP_191440965.1	97.904
WP_055246197.1	WP_195463997.1	97.305
WP_055246197.1	WP_181968866.1	99.541
WP_055246197.1	WP_418421511.1	99.083
WP_055246197.1	WP_181968867.1	97.273
WP_096063028.1	WP_349636189.1	99.07
WP_186009815.1	WP_226285368.1	99.435
WP_186009815.1	WP_186111947.1	99.153
WP_025130867.1	WP_134784954.1	95.813
WP_224099559.1	WP_225031669.1	99.784
WP_127366175.1	WP_127387735.1	99.703
WP_175966323.1	WP_214001835.1	99.638
WP_214001835.1	WP_219014835.1	100.0
WP_223569835.1	WP_330212083.1	97.455
WP_286837345.1	WP_330212083.1	96.108
WP_226439317.1	WP_330212083.1	95.06
WP_125034231.1	WP_162545313.1	99.363
WP_162545313.1	WP_241506327.1	98.726
WP_162545313.1	WP_255089149.1	98.726
WP_162545313.1	WP_193408146.1	98.089
WP_135681621.1	WP_162545313.1	98.347
WP_162545313.1	WP_315964798.1	96.923
WP_023280427.1	WP_162545313.1	98.438
WP_302258988.1	WP_413566295.1	97.761
WP_230322047.1	WP_413566295.1	99.087
WP_346641652.1	WP_397461378.1	98.689
WP_302648536.1	WP_337675979.1	99.465
WP_149617834.1	WP_371339657.1	99.823
WP_334272656.1	WP_371339657.1	99.647
WP_197832532.1	WP_371339657.1	99.47
WP_259005116.1	WP_371339657.1	99.293
WP_124988809.1	WP_371339657.1	99.293
WP_221002050.1	WP_371339657.1	99.117
WP_260514446.1	WP_371339657.1	99.293
WP_048292126.1	WP_371339657.1	99.117
WP_371339657.1	WP_414476831.1	99.117
WP_225287592.1	WP_371339657.1	98.94
WP_233964566.1	WP_371339657.1	96.29
WP_067700757.1	WP_371339657.1	95.76
WP_275148294.1	WP_371339657.1	100.0
WP_309354932.1	WP_371339657.1	100.0
WP_281600761.1	WP_358193547.1	96.692
WP_025760272.1	WP_089598125.1	99.455
WP_013095745.1	WP_025760272.1	99.183
WP_020882782.1	WP_025760272.1	98.91
WP_004099297.1	WP_025760272.1	96.458
WP_025760272.1	WP_159235870.1	96.458
WP_001285275.1	WP_025760272.1	95.095
WP_001285288.1	WP_025760272.1	95.64
WP_059661059.1	WP_373374316.1	95.477
WP_077019764.1	WP_134257479.1	98.187
WP_052760140.1	WP_134257479.1	98.446
WP_134257479.1	WP_176331317.1	98.187
WP_134257479.1	WP_176042942.1	98.187
WP_134257479.1	WP_226238198.1	96.373
WP_105770937.1	WP_134257479.1	96.114
WP_134257479.1	WP_174956905.1	98.007
WP_134257479.1	WP_321908067.1	100.0
WP_013530112.1	WP_127809597.1	99.153
WP_269491458.1	WP_269512616.1	100.0
WP_005131150.1	WP_269512616.1	99.713
WP_269505984.1	WP_269512616.1	99.713
WP_151789255.1	WP_269512616.1	97.421
WP_252508960.1	WP_269512616.1	100.0
WP_269512616.1	WP_269516703.1	100.0
WP_180788624.1	WP_400361151.1	97.771
WP_041946959.1	WP_426458785.1	99.412
WP_080526357.1	WP_426458785.1	98.824
WP_426433278.1	WP_426458785.1	99.355
WP_256121154.1	WP_318914566.1	97.179
WP_153403029.1	WP_256121154.1	96.244
WP_168322147.1	WP_256121154.1	95.305
WP_172881786.1	WP_201282763.1	100.0
WP_172881786.1	WP_174561797.1	100.0
WP_172881786.1	WP_210472969.1	100.0
WP_172881786.1	WP_210531048.1	100.0
WP_172881786.1	WP_196317507.1	100.0
WP_172881786.1	WP_308378298.1	100.0
WP_172881786.1	WP_264928071.1	100.0
WP_172881786.1	WP_224267728.1	100.0
WP_172881786.1	WP_180354942.1	100.0
WP_172881786.1	WP_226659826.1	100.0
WP_172488753.1	WP_172881786.1	100.0
WP_172881786.1	WP_183129369.1	100.0
WP_172881786.1	WP_348636537.1	100.0
WP_172881786.1	WP_410028803.1	100.0
WP_172881786.1	WP_223369473.1	100.0
WP_172881786.1	WP_177332180.1	100.0
WP_157845837.1	WP_172881786.1	100.0
WP_172881786.1	WP_407205213.1	100.0
WP_172881786.1	WP_319839101.1	100.0
WP_172881786.1	WP_222859269.1	100.0
WP_172881786.1	WP_355493117.1	100.0
WP_074160419.1	WP_172881786.1	100.0
WP_014343474.1	WP_172881786.1	100.0
WP_172881786.1	WP_330190108.1	100.0
WP_013213998.1	WP_172881786.1	100.0
WP_172881786.1	WP_193055528.1	97.895
WP_172881786.1	WP_336196029.1	98.947
WP_172881786.1	WP_214593189.1	97.895
WP_172881786.1	WP_181216577.1	96.842
WP_172881786.1	WP_238142485.1	100.0
WP_172881786.1	WP_218452272.1	100.0
WP_228128547.1	WP_228740335.1	100.0
WP_137008830.1	WP_217699440.1	100.0
WP_102619095.1	WP_217699440.1	100.0
WP_212571199.1	WP_217699440.1	100.0
WP_315806384.1	WP_316188833.1	99.517
WP_212431490.1	WP_370136718.1	95.122
WP_287406949.1	WP_327478829.1	99.842
WP_161748463.1	WP_239739540.1	97.311
WP_211743963.1	WP_404695262.1	98.956
WP_097573887.1	WP_404695262.1	98.695
WP_234565742.1	WP_404695262.1	98.433
WP_080218258.1	WP_404695262.1	98.433
WP_130097548.1	WP_404695262.1	98.433
WP_313752514.1	WP_404695262.1	97.911
WP_367633214.1	WP_404695262.1	95.039
WP_244115160.1	WP_256722652.1	97.087
WP_060363135.1	WP_256722652.1	96.855
WP_175781028.1	WP_256722652.1	96.226
WP_004129887.1	WP_104668655.1	97.468
WP_278587534.1	WP_287375321.1	95.896
WP_097531132.1	WP_287375321.1	95.522
WP_295423527.1	WP_299484936.1	100.0
WP_081086881.1	WP_175781032.1	99.424
WP_080498804.1	WP_175781032.1	99.424
WP_175781032.1	WP_175887602.1	98.847
WP_103734029.1	WP_153871690.1	99.115
WP_164476784.1	WP_167815316.1	99.672
WP_299592624.1	WP_299640722.1	100.0
WP_122390078.1	WP_169839378.1	98.969
WP_103289715.1	WP_169839378.1	97.423
WP_169839378.1	WP_201018178.1	97.165
WP_169839378.1	WP_175653964.1	97.165
WP_122681765.1	WP_169839378.1	96.134
WP_169839378.1	WP_223886646.1	99.11
WP_138608321.1	WP_306638448.1	96.855
WP_117245559.1	WP_124988804.1	99.682
WP_117245559.1	WP_414476830.1	99.045
WP_041210177.1	WP_199416432.1	98.082
WP_199416432.1	WP_290021809.1	96.712
WP_042864391.1	WP_199416432.1	95.342
WP_062729620.1	WP_251255949.1	99.757
WP_045616536.1	WP_251255949.1	99.515
WP_251255949.1	WP_275257222.1	99.272
WP_053808966.1	WP_395215284.1	98.802
WP_053808966.1	WP_239874801.1	98.653
WP_256065652.1	WP_378445861.1	99.854
WP_035196179.1	WP_326151849.1	99.509
WP_035196179.1	WP_326168043.1	98.771
WP_267403537.1	WP_267454062.1	100.0
WP_059661051.1	WP_059664138.1	98.592
WP_050440924.1	WP_055167416.1	96.774
WP_121972718.1	WP_131261962.1	99.42
WP_109426806.1	WP_131261962.1	99.226
WP_033523415.1	WP_131261962.1	99.226
WP_064697785.1	WP_327208376.1	99.424
WP_139209476.1	WP_316882993.1	96.784
WP_124989630.1	WP_316882993.1	96.784
WP_046236947.1	WP_116826698.1	99.701
WP_135906804.1	WP_135917357.1	99.725
WP_213384199.1	WP_289687049.1	100.0
WP_000566930.1	WP_213384199.1	100.0
WP_213384199.1	WP_289679102.1	100.0
WP_213384199.1	WP_280043492.1	99.663
WP_213384199.1	WP_289685381.1	99.327
WP_147401580.1	WP_213384199.1	100.0
WP_213384199.1	WP_289679236.1	100.0
WP_198065216.1	WP_213384199.1	100.0
WP_213384199.1	WP_289678421.1	100.0
WP_162894284.1	WP_213384199.1	100.0
WP_213384199.1	WP_420923884.1	100.0
WP_213384199.1	WP_342040238.1	100.0
WP_213384199.1	WP_225489092.1	100.0
WP_213384199.1	WP_331400707.1	100.0
WP_213384199.1	WP_342040237.1	100.0
WP_097573891.1	WP_104669112.1	100.0
WP_059684822.1	WP_059699228.1	98.864
WP_004147253.1	WP_004213853.1	99.52
WP_004213853.1	WP_023302256.1	99.281
WP_004191830.1	WP_004213853.1	99.519
WP_004213853.1	WP_069603757.1	99.281
WP_004213853.1	WP_032453061.1	99.281
WP_004213853.1	WP_117106392.1	99.041
WP_004213853.1	WP_022065078.1	99.041
WP_004213853.1	WP_230138695.1	99.041
WP_166788297.1	WP_327012615.1	100.0
WP_152552664.1	WP_228935795.1	97.356
