psi_protein,neighbour_protein,percent_identity,genome_id,neighbour_domains,psi_domains
WP_081352429.1,WP_157898034.1,29.286,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_081352429.1,WP_128320334.1,39.344,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_247799779.1,WP_219042728.1,38.107,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; Pribosyltran
WP_247799779.1,WP_206079065.1,38.088,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE; Pribosyltran
WP_354487109.1,WP_128320334.1,34.848,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_354487109.1,WP_157898034.1,21.547,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_324069983.1,WP_157898034.1,23.316,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE; PRTase-CE
WP_184879307.1,WP_219042728.1,35.698,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_231387753.1,WP_157898034.1,35.897,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_394770115.1,WP_157898034.1,33.333,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_143503760.1,WP_039541967.1,31.25,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_156826899.1,WP_128320334.1,34.524,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE; PRTase-CE
WP_177023607.1,WP_128320334.1,38.028,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_216597549.1,WP_219042728.1,39.384,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; Pribosyltran
WP_216597549.1,WP_206079065.1,36.246,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE; Pribosyltran
WP_305484657.1,WP_219042728.1,38.999,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_305484657.1,WP_206079065.1,37.143,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_408519727.1,WP_157898034.1,30.488,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_408519727.1,WP_128320334.1,31.25,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_021499437.1,WP_157898034.1,30.108,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_062842770.1,WP_157898034.1,38.462,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_164476783.1,WP_157898034.1,31.707,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_087853991.1,WP_157898034.1,37.719,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_060805651.1,WP_000663275.1,37.594,NZ_NDOY01000267.1,PRTase-CE,PRTase-CE
WP_292573033.1,WP_157898034.1,31.25,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_292573033.1,WP_128320334.1,39.344,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_122266846.1,WP_039541967.1,37.313,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_017702483.1,WP_157898034.1,35.897,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_024600434.1,WP_157898034.1,33.146,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_033523411.1,WP_000884830.1,35.0,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_156887691.1,WP_157898034.1,33.735,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_168282670.1,WP_194473083.1,37.255,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_406080547.1,WP_128320334.1,35.938,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_319300850.1,WP_039541967.1,35.938,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_198806905.1,WP_219042728.1,30.119,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_198806905.1,WP_206079065.1,29.283,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_315167756.1,WP_000884830.1,29.31,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_394684789.1,WP_194473083.1,33.654,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_394684789.1,WP_157898034.1,31.646,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_292432957.1,WP_000884830.1,38.333,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_368423803.1,WP_219042728.1,34.644,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_395945566.1,WP_219042728.1,36.609,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_322130198.1,WP_157898034.1,34.328,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_103289716.1,WP_157898034.1,27.857,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_103289716.1,WP_128320334.1,37.705,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_067677157.1,WP_157898034.1,20.994,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_366360101.1,WP_128320334.1,40.0,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_170764876.1,WP_039541967.1,33.858,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_290529360.1,WP_157898034.1,34.286,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_198077623.1,WP_060382056.1,35.354,NZ_JALDSR010000006.1,PRTase-CE,PRTase-CE
WP_006955931.1,WP_194473083.1,29.808,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_006955931.1,WP_128320334.1,26.667,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_408296478.1,WP_157898034.1,26.59,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_154845626.1,WP_157898034.1,28.313,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_154845626.1,WP_128320334.1,37.705,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_147905560.1,WP_128320334.1,38.028,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_147905560.1,WP_194473083.1,29.592,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_147905560.1,WP_157898034.1,32.877,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_298893882.1,WP_157898034.1,27.737,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_154897517.1,WP_039541967.1,34.343,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_095427765.1,WP_157898034.1,30.108,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_204100229.1,WP_157898034.1,33.333,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_090202058.1,WP_206079065.1,38.039,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_175831360.1,WP_000884830.1,34.188,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_311971414.1,WP_157898034.1,30.233,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_186148965.1,WP_000884830.1,37.931,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_333983733.1,WP_194473083.1,37.113,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_285159241.1,WP_128320334.1,31.034,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_285159241.1,WP_157898034.1,21.622,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_114405880.1,WP_039541967.1,32.824,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_380059742.1,WP_128320334.1,34.524,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE; PRTase-CE
WP_228356152.1,WP_157898034.1,33.333,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_353415810.1,WP_157898034.1,31.707,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_101705095.1,WP_157898034.1,30.108,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
